name,address,lat,lng,business_status,rating,user_ratings_total,types,price_level,opening_hours,secondary_opening_hours
Prima Course,"Jalan Bintang No.09, Sukamandijaya",-6.957843,107.5832137,OPERATIONAL,Unknown,Unknown,"university, point_of_interest, establishment",,Unknown,Unknown
Jumbolon Webbing Tape,"Jalan Raya Kopo No.591, Cirangrang",-6.9590096,107.5808361,OPERATIONAL,5,1,"university, point_of_interest, establishment",,Unknown,Unknown
