name,address,lat,lng,types,business_status,rating,user_ratings_total
Rumah Sakit Rajawali,"Jalan Rajawali Barat No.38, Maleber",-6.912396499999999,107.5734226,"hospital, health, point_of_interest, establishment",OPERATIONAL,3.6,516
Bidan Murni,"3HWC+2PG, Jalan Pinguin, Maleber",-6.9049292,107.571819,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
