name,address,lat,lng,types,business_status,rating,user_ratings_total
Rismay Alkes,Jalan Bunga Bakung Raya,-6.9561991,107.6478078,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
