name,address,lat,lng,types,business_status,rating,user_ratings_total
Rumah Sakit Ibu dan Anak Al Islam,"Jalan Awi Bitung No.29 - 31, Cicadas",-6.909387399999999,107.6390224,"hospital, health, point_of_interest, establishment",OPERATIONAL,4,448
Yandu post Mawar Melati,"Jalan Asep Berlian No.4, Cicadas",-6.909119699999999,107.6413875,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
