name,address,lat,lng,types,business_status,rating,user_ratings_total
Salam Homecare | Dokter ke Rumah | Infus Vitamin C | Rumah Sunat Ku | Bandung | Kesehatan,"Perum Vijaya Kusuma Jalan Kusuma Indah B16 No16, Cipadung",-6.917414399999999,107.7216804,"hospital, lodging, store, health, point_of_interest, establishment",OPERATIONAL,5,510
"Klinik Pratama UIN Sunan Gunung Djati, Bandung","Jalan AH. Nasution No.497, Cipadung",-6.9325634,107.7163624,"hospital, health, point_of_interest, establishment",OPERATIONAL,2.3,18
