name,address,lat,lng,types,business_status,rating,user_ratings_total
Doni Refleksi - Bandung,"Jl. Lengkong BesarNo. No.64 G, Paledang",-6.923423499999998,107.6119423,"hospital, health, point_of_interest, establishment",OPERATIONAL,3.5,2
Teguh Djaja Santoso Drg,"Jalan Wangsareja No.37, Paledang",-6.927226,107.615922,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
