name,address,lat,lng,types,business_status,rating,user_ratings_total
Panti Jompo YPWG,"Jalan Pak Gatot 1 No.20, Gegerkalong",-6.868622499999998,107.5893144,"hospital, health, point_of_interest, establishment",OPERATIONAL,4,1
Doktor Agus Siswanto,"4HFV+G2P, Gegerkalong",-6.8761579,107.5925809,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
