name,address,lat,lng,types,business_status,rating,user_ratings_total
Seura seuri sorangan,"Jalan Papanggungan No.14, RW.09, Kebon Kangkung",-6.935011100000001,107.6456573,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
PMB Bidan Rina Hernawati,"Jalan Bumi Kiara 2 No.33a, Kebon Kangkung",-6.9342127,107.6440755,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
