name,address,lat,lng,types,business_status,rating,user_ratings_total
Balai Pengobatan Yazka,"Jalan Sukapura No.22, Antapani Kulon",-6.9118597,107.6581112,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
Pondok Ruqyah Thabib utsmani,"3MQ5+8CW, Jalan Sukapura X, Antapani Kulon",-6.911649700000001,107.6585678,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
