name,address,lat,lng,types,business_status,rating,user_ratings_total
Mayapada Hospital Bandung (MHBD),"Jalan Terusan Buah Batu No.5, Batununggal",-6.948580799999998,107.6347498,"hospital, health, point_of_interest, establishment",OPERATIONAL,4.8,1875
ZOYAQQ,"3J3P+2HV, Jalan Soekarno-Hatta, Gumuruh",-6.9473761,107.6364065,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
