name,address,lat,lng,types,business_status,rating,user_ratings_total
MITRA MEDIKA Padasuka Primary Clinic (Dr. Henry HS),"Jalan Sirnagalih No.17, Pasirlayung",-6.895026700000002,107.6574453,"hospital, health, point_of_interest, establishment",OPERATIONAL,4.8,44
zomer jatihandap,"3MX5+53C, Pasirlayung",-6.902059299999999,107.6576538,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
Manusia Purba,"3MX5+53C, Jalan Jatihandap, Jatihandap",-6.902067199999999,107.6576504,"hospital, health, point_of_interest, establishment",OPERATIONAL,1,5
