name,address,lat,lng,types,business_status,rating,user_ratings_total
Hermina Arcamanik Hospital,"Jalan AH. Nasution No.50, Antapani Wetan",-6.904193999999999,107.666794,"hospital, health, point_of_interest, establishment",OPERATIONAL,4.3,4472
Gendung Padma RS Hermina Arcamanik,"3MV8+QP5, Jalan AH. Nasution, Cipadung Kulon",-6.905724599999999,107.6669131,"hospital, health, point_of_interest, establishment",OPERATIONAL,5,1
