name,address,lat,lng,types,business_status,rating,user_ratings_total
gurah tenggorokan bandung,"Jalan Pungkur No.92, Pungkur",-6.928511699999999,107.6093886,"hospital, health, point_of_interest, establishment",OPERATIONAL,3,2
Klinik Dekat Kota Bandung,"Jalan Pungkur seberang pegadaian No.92, kebun kelapa",-6.928496,107.6093788,"hospital, health, point_of_interest, establishment",OPERATIONAL,5,1
