name,address,lat,lng,types,business_status,rating,user_ratings_total
Posyandu Tulip 2,"Jalan Samoja No.8d, Samoja",-6.9216537,107.625882,"hospital, health, point_of_interest, establishment",OPERATIONAL,5,2
Tusuk Raga,"3JGG+J9J, Samoja",-6.9234101,107.6258784,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
