name,address,lat,lng,types,business_status,rating,user_ratings_total
Rumah Sakit KCK Pindad,"3JFJ+RG9, Jalan Gatot Subroto",-6.925456,107.63135,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
