name,address,lat,lng,types,business_status,rating,user_ratings_total
Dental Hospital Maranatha,"Jalan Surya Sumantri No.65, Sukawarna",-6.8868119,107.5809667,"hospital, health, point_of_interest, establishment",OPERATIONAL,4.7,826
Terapi Pengobatan Ceragem Master,"4H9G+3M6, Jalan Sariwangi, Sukawarna",-6.8823377,107.5766542,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
Gugum house,"Jalan Sukasari Raya No.2-11, Sukawarna",-6.8900896,107.5805477,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
