name,address,lat,lng,types,business_status,rating,user_ratings_total
Posyandu Jakapurwa,"2JPX+W88, Jalan Jaka Utama, Kujangsari",-6.962709199999999,107.6483161,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
dr. Adam Spec. Kulit,"2JVQ+5Q3, Jalan Terusan Buah Batu, Kujangsari",-6.9571051,107.6394249,"hospital, health, point_of_interest, establishment",OPERATIONAL,4.8,8
