name,address,lat,lng,types,business_status,rating,user_ratings_total
Bidokes Polda,"Gang Karyamas I No.7678, Pelindung Hewan",-6.937505000000001,107.60464,"hospital, health, point_of_interest, establishment",OPERATIONAL,5,3
Klinik bersalin,"3J43+G4M, Jalan Inhoftank, Kebon Lega",-6.9436694,107.60281,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
Pak Jayana Pijat Refleksi Kesehatan,"Jalan Nyengseret No.39, Nyengseret",-6.935128699999999,107.5999809,"hospital, health, point_of_interest, establishment",OPERATIONAL,Unknown,Unknown
