name,address,lat,lng,business_status,rating,user_ratings_total,types,ID_Kelurahan
SDN 273 GEMPOL SARI,"Komplek Bumi Asri No.E-40, Gempolsari",-6.9349585,107.5533126,OPERATIONAL,3.8,5,"primary_school, school, point_of_interest, establishment",IDN.9.14.7.7_1
Sekolah Dasar Negeri 220 Gumuruh,"Jalan Taurus No.60, Gumuruh",-6.9372256,107.6371182,OPERATIONAL,4.4,11,"primary_school, school, point_of_interest, establishment",IDN.9.14.9.3_1
Cerdas Ceria Bilingual School,"Jalan Terusan Martanegara, No. 22, Kel. Gemuruh Kec. Batununggal, Gumuruh",-6.937675,107.635642,OPERATIONAL,1,1,"school, point_of_interest, establishment",IDN.9.14.9.3_1
Sekolah Dasar Negeri Gumuruh 146,"Jalan Gumuruh No.138, Gumuruh",-6.9399742,107.6370897,OPERATIONAL,4.6,20,"primary_school, school, point_of_interest, establishment",IDN.9.14.9.3_1
TK Negeri 04 Batununggal,"Jalan Babakan Jati No.92, Gumuruh",-6.9414017,107.6370957,OPERATIONAL,5,7,"school, point_of_interest, establishment",IDN.9.14.9.3_1
Madrasah Albarokah,"Jalan Babakan Jati No.26, Gumuruh",-6.9413171,107.6364361,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.9.3_1
Ismile Preschool,"Jalan Hegarmanah No.26, Hegarmanah",-6.8793618,107.6010472,OPERATIONAL,4.3,15,"school, point_of_interest, establishment",IDN.9.14.17.2_1
SD Suruur,"Jalan Hegarmanah No.88, Hegarmanah",-6.8723013,107.6001004,OPERATIONAL,4.9,14,"school, point_of_interest, establishment",IDN.9.14.17.2_1
PAUD TK Kasih Sayang Ibu,"Gang Bukit Sastra No.96 B, Hegarmanah",-6.8756497,107.6028778,OPERATIONAL,4.5,2,"school, point_of_interest, establishment",IDN.9.14.17.2_1
TPA AT-TA'LIMAH,"Gang Bp. Ace, Hegarmanah",-6.8726762,107.5981119,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.17.2_1
SDN 134 Panorama,"Komp SECAPA TNI-AD, Jalan Hegarmanah No.152, Hegarmanah",-6.8694096,107.6015507,OPERATIONAL,4.3,13,"school, point_of_interest, establishment",IDN.9.14.17.2_1
Angkasa Senior High School,"Husein Sastranegara Jalan LMU Subagio No.22, Husen Sastranegara",-6.9057587,107.5827397,OPERATIONAL,4.7,113,"school, point_of_interest, establishment",IDN.9.14.16.2_1
Angkasa Junior high school,"Jalan Pajajaran.151 Arjuna, Husen Sastranegara",-6.906478,107.5868097,OPERATIONAL,4.7,51,"school, point_of_interest, establishment",IDN.9.14.16.2_1
PTDI DayCare - PG - TK - Srikandi,Jalan Pajajaran No.154,-6.9010586,107.5848914,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.16.2_1
Tk Srikandi,"Jalan LMU Subagio No.3, Husen Sastranegara",-6.90609,107.5834865,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.16.2_1
Pelangi Harapan Bangsa School,"Jalan Pada Rapih No.8, Isola",-6.8501217,107.5962771,OPERATIONAL,5,6,"school, point_of_interest, establishment",IDN.9.14.28.2_1
Mahacita UPI,"Jalan Cilimus No.20, Isola",-6.8589545,107.5905406,OPERATIONAL,5,8,"school, point_of_interest, establishment",IDN.9.14.28.2_1
UPI Laboratory Senior High School,"Jalan Doktor Setiabudi No.229, Isola",-6.861734,107.592333,OPERATIONAL,4.5,86,"secondary_school, school, point_of_interest, establishment",IDN.9.14.28.2_1
SMP Laboratorium Percontohan UPI,"Universitas Pendidikan Indonesia, Jalan Senjayaguru (di dalam No.229, Isola",-6.8621395,107.5916946,OPERATIONAL,4.7,59,"school, point_of_interest, establishment",IDN.9.14.28.2_1
SMP MIFTAHUL IMAN,"Jalan Doktor Setiabudi No.179/171 A, Gegerkalong",-6.8547722,107.5936792,OPERATIONAL,4.7,13,"school, point_of_interest, establishment",IDN.9.14.28.2_1
Sekolah Dasar Islam Miftahul Iman,"Jalan Negla Utara No.179 / 171 A 179 / 171 A, Isola",-6.8547483,107.5937491,OPERATIONAL,3.9,10,"primary_school, school, point_of_interest, establishment",IDN.9.14.28.2_1
SD-SMP-SMA Pelita Fajar,"Jalan Jend. Sudirman No.467, Jamika",-6.9200015,107.5881881,OPERATIONAL,4.3,43,"school, point_of_interest, establishment",IDN.9.14.10.3_1
Multi Talenta School Bandung,"Blok K Jalan Jamika No.29, Sukahaji",-6.9204206,107.5864979,OPERATIONAL,3.9,11,"school, point_of_interest, establishment",IDN.9.14.10.3_1
SMP Swadaya 1 Bandung,"Jalan Terusan Pasirkoja No.181, Jamika",-6.9259374,107.5889899,OPERATIONAL,4.7,13,"school, point_of_interest, establishment",IDN.9.14.10.3_1
Play Group - TK Pelita Fajar,"Jalan Jend. Sudirman No.475, Jamika",-6.918962,107.58798,OPERATIONAL,4.3,6,"school, point_of_interest, establishment",IDN.9.14.10.3_1
SD Swadaya 1,"Jalan Pagarsih No.202, Jamika",-6.9222698,107.5885826,OPERATIONAL,4.5,23,"school, point_of_interest, establishment",IDN.9.14.10.3_1
Madrasah Diniyyah Islamiyyah Al-Ahliyyah Ali Yasin,"Jalan Pagarsih No.206, Jamika",-6.9220282,107.5886131,OPERATIONAL,5,6,"school, point_of_interest, establishment",IDN.9.14.10.3_1
SMP Swadaya 2 Bandung,"Gang Sastra No.181E, Jamika",-6.9237143,107.588591,OPERATIONAL,4.3,4,"school, point_of_interest, establishment",IDN.9.14.10.3_1
SMPI Al Washliyah Bandung,"Jalan Kawaluyaan Raya, Jatisari",-6.936352,107.6603897,OPERATIONAL,4.8,6,"school, point_of_interest, establishment",IDN.9.14.12.2_1
LPGTK Bina Puri Handayani (PG/TK/Day Care),"Jalan Soekarno-Hatta No.725D, Jatisari",-6.9385576,107.6665625,OPERATIONAL,4.6,5,"school, point_of_interest, establishment",IDN.9.14.12.2_1
Vocational High School 13 Bandung,"Jalan Soekarno-Hatta No.KM. 10, Jatisari",-6.9385547,107.6569952,OPERATIONAL,4.7,355,"school, point_of_interest, establishment",IDN.9.14.12.2_1
Cerdas Ceria Bilingual School,"Jalan Kawaluyaan Indah Raya, Jatisari",-6.9344173,107.6616366,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.12.2_1
Yayasan Al amanah,"Jalan Kawaluyaan Indah VI No.41, Jatisari",-6.93478,107.660852,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.12.2_1
PAUD TK KRISTEN PKMI Methodist Bandung,"Jalan Sanggar Kencana XXVII No.42, Jatisari",-6.933477,107.6641621,OPERATIONAL,3.4,10,"school, point_of_interest, establishment",IDN.9.14.12.2_1
PAUD Al Husna,"Jalan Kawaluyaan, Jatisari",-6.9367825,107.6583768,OPERATIONAL,5,11,"school, point_of_interest, establishment",IDN.9.14.12.2_1
TK Modern Tadika Puri,"Jalan Sanggar Kencana No.11, Jatisari",-6.935843,107.6662476,OPERATIONAL,5,9,"school, point_of_interest, establishment",IDN.9.14.12.2_1
"Pos Paud Kenanga ""Terakreditasi B""","Jalan Sanggar Kencana XX, Jatisari",-6.933302,107.666487,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.12.2_1
Rooftop Bagas (PAUD MAWAR),"Jalan Jatisari lI, Jatisari",-6.9358192,107.6679445,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.12.2_1
PPTQ (Pondok Pesantren Tahfidz Al Quran) Assalaam,"Jalan Mandala VI No.132, Jatihandap",-6.8911391,107.6661874,OPERATIONAL,4.7,109,"school, point_of_interest, establishment",IDN.9.14.23.1_1
Ma'had Abu Aziz,"Jalan Jamaras IV No.11B, Jatihandap",-6.9032071,107.6649322,OPERATIONAL,4.8,12,"school, point_of_interest, establishment",IDN.9.14.23.1_1
TK-KB-TPQ BAITUL MAQDIS,"Gang H Idris, Jatihandap",-6.8957311,107.6603339,OPERATIONAL,5,7,"school, point_of_interest, establishment",IDN.9.14.23.1_1
As-safir Islamic Boarding School (putra),"Jalan Jatihandap Gg. Hj. Saodah No.129-130, RT.009/RW.006, Jatihandap",-6.8972805,107.6605089,OPERATIONAL,4.5,35,"school, point_of_interest, establishment",IDN.9.14.23.1_1
SD Islam Ash Shaff,"Jalan Jatihandap Timur No.52, RT.004/RW.015, Jatihandap",-6.8976934,107.6607096,OPERATIONAL,4.9,44,"primary_school, school, point_of_interest, establishment",IDN.9.14.23.1_1
"RA.""Syamsi Dhuha""","Jalan Jatihandap No.99, Jatihandap",-6.8936905,107.6606779,CLOSED_TEMPORARILY,5,3,"school, point_of_interest, establishment",IDN.9.14.23.1_1
SD Negeri Tanjakan,"Jalan Jatihandap No.64, Jatihandap",-6.8910105,107.6633497,OPERATIONAL,4.5,19,"primary_school, school, point_of_interest, establishment",IDN.9.14.23.1_1
PAUD PLUS AL-RASYADA,"Jalan Cianjur No.34, Kacapiring",-6.91688,107.633384,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.9.4_1
Smk Pu N Provinsi Jawa Barat,"Jalan Garut No.10, Kacapiring",-6.917481,107.6324221,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.9.4_1
Sekolah Dasar Negeri 203 Kacapiring,"Jalan Sukabumi Dalam No.3, Kacapiring",-6.9162858,107.6352447,OPERATIONAL,4.5,14,"primary_school, point_of_interest, school, establishment",IDN.9.14.9.4_1
Sekolah Menengah Kejuruan YPPT Bandung,"Jalan Sukabumi Dalam No.3, Kacapiring",-6.916017,107.6349654,OPERATIONAL,4.4,19,"secondary_school, point_of_interest, school, establishment",IDN.9.14.9.4_1
TK Al- Mustafa,"Jalan Sukabumi Dalam No.15, Kacapiring",-6.9178305,107.6365823,OPERATIONAL,5,2,"point_of_interest, school, establishment",IDN.9.14.9.4_1
TK Kuncup Harapan,"Jalan Karang Anyar No.37, Karanganyar",-6.9229326,107.6016758,OPERATIONAL,5,7,"school, point_of_interest, establishment",IDN.9.14.4.2_1
Pesantren Persatuan Islam 1 - 2 Bandung,"Jalan Pajagalan, Karanganyar",-6.9232614,107.6002441,OPERATIONAL,4.5,40,"point_of_interest, school, establishment",IDN.9.14.4.2_1
SMP Negeri 25 Bandung,"Jalan Pajagalan No.67, Karanganyar",-6.9255848,107.60092,OPERATIONAL,4.3,109,"point_of_interest, school, establishment",IDN.9.14.4.2_1
Madrasah Tsanawiyah Miftahul Huda,"Jalan Cikadut No.252, Karang Pamulang",-6.8974735,107.671252,OPERATIONAL,5,7,"school, point_of_interest, establishment",IDN.9.14.23.2_1
Madrasah Interaktif MIMHa (PG/RA - MI - MTs INFORMATIKA) di Bandung,"Jalan A.H. Nasution Jalan Cikadut No.252, Karang Pamulang",-6.897318,107.6712754,OPERATIONAL,4.9,69,"school, point_of_interest, establishment",IDN.9.14.23.2_1
TK Islam Permata Ilmu,"Jalan Cikadut No.253, Karang Pamulang",-6.8969329,107.6715401,OPERATIONAL,4.9,16,"school, point_of_interest, establishment",IDN.9.14.23.2_1
"Miftahul Huda Islamic Private Elementary School, Karang Pamulang","Jalan Cikadut No.252, Karang Pamulang",-6.8972262,107.6707832,OPERATIONAL,4.7,11,"primary_school, school, point_of_interest, establishment",IDN.9.14.23.2_1
Sekolah Dasar Negeri 174 Pasir Impun,"Jalan Pasir Impun No.23, Karang Pamulang",-6.8983339,107.6735147,OPERATIONAL,4.8,6,"primary_school, school, point_of_interest, establishment",IDN.9.14.23.2_1
Sekolah Islam Cahaya Nalar,"Komplek, Jalan Girimande No.11, Karang Pamulang",-6.8967052,107.670259,OPERATIONAL,5,13,"school, point_of_interest, establishment",IDN.9.14.23.2_1
TK Deviana Giri Mande,"Jalan Girimande No.19 Blok B1, Karang Pamulang",-6.8952019,107.6715693,OPERATIONAL,4,1,"school, point_of_interest, establishment",IDN.9.14.23.2_1
Pondok Pesantren Miftahul Mukhlishin,"Jalan. Cikadut RT/RW 02/03, Karang Pamulang",-6.8978336,107.6684403,OPERATIONAL,4.9,8,"school, point_of_interest, establishment",IDN.9.14.23.2_1
SMA Tunas Unggul,"Jalan Abah Sastro No.20, RT.05/RW.11, Karang Pamulang",-6.8988762,107.6756253,OPERATIONAL,5,21,"school, point_of_interest, establishment",IDN.9.14.23.2_1
PAUD TANJUNG BANDUNG,Karang Pamulang,-6.9022665,107.6732019,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.23.2_1
KB AMALIA,"Jalan Soekarno-Hatta No. 27/201 B RT 002/002, Karasak",-6.9484272,107.6088587,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.4.3_1
SMP YAMI,"Jalan Karasak Baru No.16, Karasak",-6.9502335,107.6098785,OPERATIONAL,4,10,"school, point_of_interest, establishment",IDN.9.14.4.3_1
Pos paud Dahlia,"Jalan Mochammad Toha, Karasak",-6.9462659,107.6084761,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.4.3_1
TK SD At-Tashdiq,"Gang Cipicung I No.87, Kebon Gedang",-6.9276081,107.6425024,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.9.5_1
"PAUD Islam, SDI, SMPI At Tashdiq","Gang Cipicung I No.91b, Kebon Gedang",-6.927682,107.64268,OPERATIONAL,5,18,"school, point_of_interest, establishment",IDN.9.14.9.5_1
Sd Kristen Trimulia,"Jalan Kebon Jati No.145, Kebon Jeruk",-6.9165486,107.5952996,OPERATIONAL,4.4,7,"school, point_of_interest, establishment",IDN.9.14.1.5_1
SMAK BPPK,"Jalan Kebon Jati No.108, Kebon Jeruk",-6.9162209,107.5984567,OPERATIONAL,4.7,23,"school, point_of_interest, establishment",IDN.9.14.1.5_1
Sekolah Menengah Atas Negeri 4 Bandung,"Jalan Gardujati No.20, Kebon Jeruk",-6.9193491,107.5984997,OPERATIONAL,4.5,297,"secondary_school, school, point_of_interest, establishment",IDN.9.14.1.5_1
SMA Pasundan 3 Bandung,"Jalan Kebon Jati No.31, Kebon Jeruk",-6.9163921,107.6010185,OPERATIONAL,4.7,186,"school, point_of_interest, establishment",IDN.9.14.1.5_1
SMP Negeri 6 Bandung,"Jalan H. Yakub No.36, Kebon Jeruk",-6.9186737,107.6017762,OPERATIONAL,4.6,73,"school, point_of_interest, establishment",IDN.9.14.1.5_1
Bandung Penabur Christian Kindergarten,"Jalan Jend. Sudirman No.246, Kebon Jeruk",-6.9196441,107.5949413,OPERATIONAL,3.7,11,"school, point_of_interest, establishment",IDN.9.14.1.5_1
Sekolah Dasar Kristen The Salvation Army School,"Jalan Gardujati No.89, Kebon Jeruk",-6.916785,107.598118,OPERATIONAL,4.4,5,"primary_school, school, point_of_interest, establishment",IDN.9.14.1.5_1
SMP Ignatius Slamet Riyadi Bandung,"Jalan Ibrahim Adjie No.Gg, Kebon Kangkung",-6.9372587,107.6435639,OPERATIONAL,4,22,"secondary_school, school, point_of_interest, establishment",IDN.9.14.21.4_1
SD Negeri 01 Warung Jambu,"Jalan Warung Jambu No.28, Kebon Kangkung",-6.9296979,107.6455989,OPERATIONAL,3.9,14,"primary_school, school, point_of_interest, establishment",IDN.9.14.21.4_1
SDN 162 Warung Jambu,"Jalan Warung Jambu No.28, Kebon Kangkung",-6.9295175,107.6457423,OPERATIONAL,4.6,30,"primary_school, school, point_of_interest, establishment",IDN.9.14.21.4_1
SD Ignatius Slamet Riyadi 2,"Jalan Kebon Kangkung 10 Jalan Kiara Condong No.2, Kebon Kangkung",-6.937243,107.643133,OPERATIONAL,4.4,36,"primary_school, school, point_of_interest, establishment",IDN.9.14.21.4_1
LPK Kagayaki Training Centre Bandung,"Jalan Bumi Kiara No.1B, Kebon Kangkung",-6.936231,107.6429794,OPERATIONAL,5,8,"school, point_of_interest, establishment",IDN.9.14.21.4_1
TKA/TPA Al Furqon,"Gang Papanggungan VII No.09, Kebon Kangkung",-6.9359044,107.645143,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.21.4_1
Christian Junior High School Kalam Kudus,"Kompleks Istana Mekar Wangi, Jalan Mekar Puspita No.53-55, Kebon Lega",-6.9507777,107.5982122,OPERATIONAL,4,49,"school, point_of_interest, establishment",IDN.9.14.11.4_1
SMA dan SMP YP. SEJATI (YPS),"Jalan. Kopo Gg. Pakasih No.10, Kebon Lega",-6.9478673,107.5993385,OPERATIONAL,5,4,"school, point_of_interest, establishment",IDN.9.14.11.4_1
Husnul Hotimah Paud Ra TPQ,"Jalan Inhoftank, Kebon Lega",-6.946073,107.600695,OPERATIONAL,4.9,9,"school, point_of_interest, establishment",IDN.9.14.11.4_1
TK/RA AL-LABIB,"Jalan Muarasari No.1, Kebon Lega",-6.9446942,107.5999736,OPERATIONAL,4,1,"school, point_of_interest, establishment",IDN.9.14.11.4_1
SDN 026 Bojongloa,"Jalan Cibaduyut No.39-43, Kebon Lega",-6.9489962,107.5940239,OPERATIONAL,4.5,17,"school, point_of_interest, establishment",IDN.9.14.11.4_1
Sekolah Dasar Negeri Bojongloa 2,"Jalan Cibaduyut No.142/199C, Kebon Lega",-6.9491068,107.5940141,OPERATIONAL,4.4,5,"primary_school, school, point_of_interest, establishment",IDN.9.14.11.4_1
TK tappetua,"Jalan Soekarno-Hatta No.238, Kebon Lega",-6.9471979,107.5936044,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.11.4_1
SD Negeri Bojongloa 1,"Jalan Cibaduyut No.142/199C, Kebon Lega",-6.9491225,107.5938583,OPERATIONAL,3,9,"primary_school, school, point_of_interest, establishment",IDN.9.14.11.4_1
SDN 200 Leuwipanjang,"Jalan Muara Sari V No.49, Kebon Lega",-6.943734,107.59972,OPERATIONAL,4.5,76,"primary_school, school, health, point_of_interest, establishment",IDN.9.14.11.4_1
HomeSchooling Bina Ekamulia,"Jalan Buton No.1, Kebon Pisang",-6.9181421,107.6150493,OPERATIONAL,3.7,3,"school, point_of_interest, establishment",IDN.9.14.29.3_1
Secondary School Vocational Education Council of Women,"Jalan Van Deventer No.14, Kebon Pisang",-6.917161,107.615809,OPERATIONAL,4.6,113,"point_of_interest, school, establishment",IDN.9.14.29.3_1
Islamic Fashion Institute,"Jalan A. Yani No.390, Kebonwaru",-6.9118652,107.6384,OPERATIONAL,5,113,"school, point_of_interest, establishment",IDN.9.14.9.6_1
SD Yayasan Jembar,"Jalan Jatinegara, Kebonwaru",-6.9137109,107.6410929,OPERATIONAL,5,3,"primary_school, school, point_of_interest, establishment",IDN.9.14.9.6_1
SMP/SMA UNGGULAN DARUL HIKAM,"Jalan Jakarta No.34, Kebonwaru",-6.9145257,107.6391959,OPERATIONAL,4.7,15,"school, point_of_interest, establishment",IDN.9.14.9.6_1
TAAM Ash-Shobariyyah,"Jalan Kebon Jayanti No.20, Kebun Jayanti",-6.926891,107.646239,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.21.5_1
SD Muhammadiyah 2 Bandung,"Jalan Kebon Jayanti Gang Pensiun No.125, Kebun Jayanti",-6.9278448,107.6478756,OPERATIONAL,4.5,11,"point_of_interest, school, establishment",IDN.9.14.21.5_1
KOBER AR-ROYAN,"Jalan Kebonjayanti No. 3/134A, RT.01/04, Kel, Kebun Jayanti",-6.9266434,107.6479829,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.21.5_1
PTM SUKASARI,"Jalan PSM GG Cendana No.51, RT.004/RW.013, Kebun Jayanti",-6.9285394,107.6451144,OPERATIONAL,5,2,"point_of_interest, school, establishment",IDN.9.14.21.5_1
MIS Thoriqul Huda,Jalan Cetarip Barat RT.04/RW.07,-6.9411981,107.5891684,OPERATIONAL,5,6,"primary_school, school, point_of_interest, establishment",IDN.9.14.10.4_1
TK Negeri Pembina Citarip,"Komplek BTN, Jalan Cetarip Barat Jalan Raya Kopo No.2, RT.05/RW.09, Kopo",-6.9399083,107.5885376,OPERATIONAL,4.4,19,"school, point_of_interest, establishment",IDN.9.14.10.4_1
MI QOSHRUL MUTTAQIN,"Jalan Raya Kopo, Kopo",-6.9427854,107.5889084,OPERATIONAL,5,1,"primary_school, school, point_of_interest, establishment",IDN.9.14.10.4_1
Pasundan 5 Junior High School,"Jalan Babakan Ciparay, Gang Ata Kiria I, Jalan Babakan Ciparay Gang Ata Kiria I, Kopo",-6.9426434,107.585008,OPERATIONAL,4.4,13,"school, point_of_interest, establishment",IDN.9.14.10.4_1
SDN 147 Citarip Barat,"Jalan. Madesa No.24 Rt.01/12, Kopo",-6.9390637,107.5851884,OPERATIONAL,5,13,"school, point_of_interest, establishment",IDN.9.14.10.4_1
SMA Pasundan 9,"Gang Ata Kiria II No.28, Kopo",-6.9423216,107.5845712,OPERATIONAL,4.7,12,"school, point_of_interest, establishment",IDN.9.14.10.4_1
Sekolah Dasar Negeri Citarip Barat 3,"Jalan Madesa No.24, Kopo",-6.9390302,107.5850626,OPERATIONAL,5,4,"primary_school, school, point_of_interest, establishment",IDN.9.14.10.4_1
SMA Negeri 18 Bandung,"Jalan Madesa No.18, Kopo",-6.9384125,107.5852419,OPERATIONAL,4.5,161,"secondary_school, school, point_of_interest, establishment",IDN.9.14.10.4_1
MTs Salafiyah,"Jalan Raya Kopo No.322, Kopo",-6.9421008,107.5911612,OPERATIONAL,4.6,10,"school, point_of_interest, establishment",IDN.9.14.10.4_1
Sekolah Binekas (PG-TK-SD),"Komp. G7, Jalan Buah Batu Regency No.6-7, Kujangsari",-6.9615463,107.6423914,OPERATIONAL,4.8,54,"school, primary_school, point_of_interest, establishment",IDN.9.14.6.2_1
SLB Prananda,"Jalan Buana Mekar I Kelurahan No.16, Kujangsari",-6.9594636,107.6457571,OPERATIONAL,4.5,2,"school, point_of_interest, establishment",IDN.9.14.6.2_1
TK Foundation Binekas,"Jalan Komplek Buah Batu Regency, Blok G7, No. 6-7, Buah Batu, Kujangsari",-6.9616156,107.6423255,OPERATIONAL,4.5,2,"school, point_of_interest, establishment",IDN.9.14.6.2_1
TAAM JASIR AL JAYYID,"Jalan Ciparay No.91, Kujangsari",-6.9596031,107.642675,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.6.2_1
TK Ar-Risalah,"Jalan Terusan Logam No.11, Kujangsari",-6.9626326,107.6446367,OPERATIONAL,5,3,"school, point_of_interest, establishment",IDN.9.14.6.2_1
TK Pelangi Ceria,"Jalan Ciparay No.193, Kujangsari",-6.9589391,107.6413933,OPERATIONAL,5,9,"school, point_of_interest, establishment",IDN.9.14.6.2_1
SDIT Al Fajar,"Jalan Komplek Buana Sari 4, No. 18-21, Margasari, Buah Batu, Kujangsari",-6.9646171,107.6432484,OPERATIONAL,4.8,36,"primary_school, school, point_of_interest, establishment",IDN.9.14.6.2_1
Office & PG-TK Al-Azhar Cairo Bandung,"Jalan Ciparay, Ruko Nuansa Indah No, Blok S1-S2, Kujangsari",-6.9590756,107.640488,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.6.2_1
TK KB Nurul Inayah,"Jalan H. Bardan III No.24, Kujangsari",-6.9599845,107.6460255,OPERATIONAL,5,1,"school, point_of_interest, establishment",IDN.9.14.6.2_1
PAUD AL-MUHAJIRIN,"Blok M No.3 Kel, Kujangsari",-6.963844,107.6395037,OPERATIONAL,4.1,22,"school, point_of_interest, establishment",IDN.9.14.6.2_1
Edu Global High School,"Jalan Ir. H. Juanda No.82, Lebakgede",-6.8968051,107.613041,OPERATIONAL,4.8,203,"school, point_of_interest, establishment",IDN.9.14.19.3_1
SMA Negeri 1 Bandung,"Jalan Ir. H. Juanda No.93, Lebak Siliwangi",-6.8952629,107.6126328,OPERATIONAL,4.8,567,"point_of_interest, school, establishment",IDN.9.14.19.4_1
Bunda Ganesa,"Jalan Gelap Nyawang No.2, Lebak Siliwangi",-6.8946236,107.6112711,OPERATIONAL,5,23,"point_of_interest, school, establishment",IDN.9.14.19.4_1
Galenia Mom & Child Center,"Jalan Badak Singa No.8, Lebak Siliwangi",-6.8976568,107.6119129,OPERATIONAL,4.5,34,"point_of_interest, school, establishment",IDN.9.14.19.4_1
PAUD Wisana,"Jalan Cidadap Girang Baru No.8, Ledeng",-6.8551824,107.5983361,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.17.3_1
Pesantren At Taqwa Cidadap Girang (Perintisan),"Jalan Cidadap Girang No.RT. 01/05, Ledeng",-6.8544969,107.5967059,OPERATIONAL,5,38,"school, point_of_interest, establishment",IDN.9.14.17.3_1
Paud abadi kids,"Jalan. Cipaku II No.11, RT.01/RW.02, Ledeng",-6.8609019,107.5960707,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.17.3_1
Bintang Hati Daycare and Preschool,"Jalan Galunggung No.10, Lingkar Selatan",-6.9262686,107.6256718,CLOSED_TEMPORARILY,5,3,"school, point_of_interest, establishment",IDN.9.14.22.4_1
Al Azhar 36 Elementary School Bandung,"Jalan Patuha No.36, Lingkar Selatan",-6.9276222,107.6242254,OPERATIONAL,4.4,113,"school, point_of_interest, establishment",IDN.9.14.22.4_1
SMP Alfa Centauri,"Jalan Palasari No.9, Lingkar Selatan",-6.9278346,107.6234392,OPERATIONAL,4.8,83,"school, point_of_interest, establishment",IDN.9.14.22.4_1
TK KARTIKA XI-I SESKOAD,"Jalan Gatot Subroto No.96, Lingkar Selatan",-6.9305623,107.6267147,OPERATIONAL,5,2,"school, point_of_interest, establishment",IDN.9.14.22.4_1
SMA MA'ARIF,Jalan Terusan Galunggung No.9B,-6.9281775,107.6258676,OPERATIONAL,5,1,"secondary_school, school, point_of_interest, establishment",IDN.9.14.22.4_1
SMK MA'ARIF,"Jalan Terusan Galunggung No.9, Lingkar Selatan",-6.9280258,107.6259112,OPERATIONAL,4.3,35,"secondary_school, school, point_of_interest, establishment",IDN.9.14.22.4_1
SMP Ma'arif Bandung,"Jalan Terusan Galunggung No.9, Lingkar Selatan",-6.9279798,107.6257389,OPERATIONAL,5,37,"school, point_of_interest, establishment",IDN.9.14.22.4_1
SMPK 4 PENABUR Bandung - Guntur 34,"Jalan Guntur No.34, Malabar",-6.925652,107.6209062,OPERATIONAL,4.7,98,"university, school, point_of_interest, establishment",IDN.9.14.22.5_1
Preschool GagasCeria Innovative Education,"Jalan Malabar No.80-82, Malabar",-6.9274133,107.6227345,OPERATIONAL,4.8,20,"school, point_of_interest, establishment",IDN.9.14.22.5_1
Sekolah Swasta GagasCeria Innovative Education,"Jalan Malabar No.61, Malabar",-6.9279448,107.622871,OPERATIONAL,4.6,61,"primary_school, school, point_of_interest, establishment",IDN.9.14.22.5_1
SMA Muhammadiyah 1 Bandung (SMAMSA Bandung),"Jalan Kancil No.1, Malabar",-6.9327866,107.6197287,OPERATIONAL,4.8,66,"school, point_of_interest, establishment",IDN.9.14.22.5_1
SD Maleber Selatan,"Gang Latifah, Maleber",-6.9100091,107.5709494,OPERATIONAL,4.1,14,"point_of_interest, school, establishment",IDN.9.14.1.6_1
PAUD KB Anggrek,"Jalan Rajawali Barat Gang Ibu Karees I No.293/187B Rt02, RW.02, Maleber",-6.9103403,107.5710766,OPERATIONAL,4.8,4,"point_of_interest, school, establishment",IDN.9.14.1.6_1
KOBER Mekar Arum,"Jalan Maleber Barat, Maleber",-6.9085294,107.5709661,OPERATIONAL,5,5,"school, point_of_interest, establishment",IDN.9.14.1.6_1
Madrasah Al-Amin,"Jalan Srigunting Raya No.58, Maleber",-6.9069822,107.572863,OPERATIONAL,4.3,7,"point_of_interest, school, establishment",IDN.9.14.1.6_1
Yayasan Imam Malik Bandung,"Jalan Kebon Gedang No.107, Maleer",-6.9300658,107.6416898,OPERATIONAL,5,51,"school, point_of_interest, establishment",IDN.9.14.9.7_1
