name,address,lat,lng,rating,user_ratings_total
Baso Tahu Punclut,"Jalan Bukit Raya No.519, RT.02/RW.10, Ciumbuleuit",-6.8562772,107.611294,Unknown,Unknown
angkringan warjo,"Jl. Rereongan Sarupi, Ciumbuleuit, Cidadap, Ciumbuleuit",-6.8551946,107.6118832,4.8,12
Garlic (Chinese and Indonesia Food),"4JQ7+264, Jalan Cipicung Hilir, Ciumbuleuit",-6.862476099999999,107.6130765,4.8,4
Bakso dan cilok mak asih,"4JQ7+P8H, Kp.cipicung hilir, kel RT.06/RW.02, Ciumbuleuit",-6.860677900000001,107.6133442,5,1
Aboy Homies,"4JQ7+XG5, Ciumbuleuit",-6.860108599999999,107.6138485,Unknown,Unknown
WARUNG IBU DEWI,"4JW7+295, Jalan Cipicung Girang, Ciumbuleuit",-6.8549814,107.6134916,Unknown,Unknown
"D'warung Coffee & Steak, Ciumbuleuit","Jalan Bukit Raya Atas No.477, Ciumbuleuit",-6.8548537,107.6136125,4.4,173
Warung Baso Mas Isar Putra Solo,"Jalan Pagermaneuh No.471, Ciumbuleuit",-6.8548537,107.6136125,5,1
Sate Maranggi GH,"Jalan Cipicung Girang, Ciumbuleuit",-6.8549504,107.6134903,Unknown,Unknown
Warvit(warung t ivit),"Kp Cipicung girang rt3rw10, Jalan Punclut No.49, Ciumbuleuit",-6.855068699999999,107.6144829,5,1
Warung Gaul Pa Lili,Indonesia,-6.8546873,107.6135761,5,2
Mie Bakso Mas Jangkung,"4JV7+W7R, Jalan Rereongan Sarupi, Ciumbuleuit",-6.8551927,107.6131047,4.5,4
Warung Bandrek Pak Komar,"4JV7+W7R, Jalan Rereongan Sarupi, Ciumbuleuit",-6.8552103,107.6130413,5,1
Saung Lesehan Bu De,"4JW7+JH6, Jalan Rereongan Sarupi, Ciumbuleuit",-6.8534636,107.6138789,4.2,18
Warung Tanjakan Punclut,"4JW7+P98, Jalan Rereongan Sarupi, Ciumbuleuit",-6.853200500000001,107.6134517,4.3,103
Warung eco,"4JW7+7CR, Ciumbuleuit",-6.854257,107.6135164,5,1
Warung Nasi Ibu Neneng,"4JX7+CH2, Jalan Rereongan Sarupi, Ciumbuleuit",-6.851484999999998,107.613883,4.6,26
Saung Timbel Sederhana,"Jalan Rereongan Sarupi No.101, Ciumbuleuit",-6.851488799999999,107.6138193,4.7,61
Punclut sederhana,"Jalan Pagermaneuh No.11, Ciumbuleuit",-6.8514534,107.6138628,5,2
RM Sangkan Hurip Punclut Pusat,"Jalan Punclut No.57, Ciumbuleuit",-6.851820300000001,107.6136475,4.2,2878
RM.HANJUANG TEH IKA,"Jalan Rereongan Sarupi No.578, Ciumbuleuit",-6.8519828,107.6136879,5,3
Saung Punclut Teh Ita 2 No.104,"Jalan Rereongan Sarupi No.104, Ciumbuleuit",-6.8513426,107.613984,4.3,8735
Rizki Barokah Restaurant,"Jalan Rereongan Sarupi No.104, Ciumbuleuit",-6.851330099999999,107.614072,4.9,7
Sate Maranggi 131 Punclut,"4JX7+FJJ, Jalan Pagermaneuh, Ciumbuleuit",-6.8512862,107.6140198,5,3
Warung Nasi Katineng,"Jalan Pagermaneuh No.578, Ciumbuleuit",-6.852058,107.613592,Unknown,Unknown
Warung samawa2,"Jalan Rereongan Sarupi No.104, Ciumbuleuit",-6.8512567,107.6140644,Unknown,Unknown
Sindang Heula Sundanese Restaurant,4JX7+4CF,-6.8521175,107.613561,4.3,42
Warung Nasi Abah Eulis,"4JX7+GMQ, Jalan Rereongan Sarupi, Ciumbuleuit",-6.8511617,107.6142419,4.4,22
RUMAH MAKAN SARI MANDIRI,Indonesia,-6.852310900000001,107.6135344,Unknown,Unknown
Warung Nasi Mandiri Mukti,"Jalan Punclut No.571, Ciumbuleuit",-6.8510504,107.614338,4.3,74
Kembang Punclut Lestari,"Jalan Rereongan Sarupi No.580, Ciumbuleuit",-6.852523199999999,107.6135259,5,3
Kedai sate dan gule kartika,"Kecamatab, Jalan raya punclut no 107 Bandung, RW.01, Ciumbuleuit",-6.8504611,107.6152294,5,1
Sari Mulya,JL. Puncult No.14,-6.8505474,107.6150253,4,3
Nasi Timbeul Nikmat Ibu Titi,"4JX8+R2Q, Jalan Pagemeneluh, Ciumbuleuit",-6.850401,107.615098,5,1
Saung Asri Punclut,"Jalan Bukit Raya No.729, Ciumbuleuit",-6.8503386,107.6151564,4.2,119
Renli Kedai Sedap,Indonesia,-6.850263099999999,107.6152655,Unknown,Unknown
Saung Enjoy Kang Eben,"Jalan Rereongan Sarupi, Ciumbuleuit",-6.850266299999999,107.615245,4.3,13
Nusa Sari,"Jalan Punclut No.577, Ciumbuleuit",-6.850473600000001,107.6149744,3.4,9
Rasabonda Punclut,"Jalan Rereongan Sarupi No.108, Ciumbuleuit",-6.8505476,107.6149237,4.6,7
RM TEH YANI ASGAR 2,"4JX7+QXM, Jalan Rereongan Sarupi, Ciumbuleuit",-6.850533400000001,107.6149194,4,1
Sari Wangi,"4JX8+W4P, Jalan Pagermaneuh, Ciumbuleuit",-6.850162099999999,107.6153305,4.4,44
Saung Punclut Teh Ita 3,"Jalan Rereongan Sarupi No.110, Ciumbuleuit",-6.850674300000001,107.6148354,4.3,2968
Warung Nasi Timbel Sedap,"4JX8+X68, Jalan Rereongan Sarupi, Ciumbuleuit",-6.850087599999999,107.61558,4.3,3
Rumah Timbel Wangi,"Jalan Rereongan Sarupi No.125, Ciumbuleuit",-6.850111,107.61582,4,840
Smh bike shop,"Jalan Rereongan Sarupi No.577, Ciumbuleuit",-6.8501325,107.6150933,4.5,2
Warung Sate Moomoo (Sate Khas Singapore),"4JX7+PV4, Jalan Rereongan Sarupi, Ciumbuleuit",-6.850726799999999,107.6146902,Unknown,Unknown
Haben Nagen,Jalan Rereongan Sarupi No.577,-6.850118800000001,107.6150699,5,4
WARUNG SETIA FAMILY,Indonesia,-6.8495762,107.6158672,5,1
Nasi Hitam,"Jalan Pagermaneuh No.12, Pagerwangi",-6.8495746,107.6159178,Unknown,Unknown
warung timbel buhun teh nurul punclut atas,"5J28+47Q, Jalan Rereongan Sarupi, Ciumbuleuit",-6.849653500000001,107.6157393,4,2
Baso Barokah Punclut,"5J28+594, Ciumbuleuit",-6.849608000000001,107.6159628,Unknown,Unknown
Teh Sari Golden Mekar Rahayu,"5J28+38C, Jalan Rereongan Sarupi, Ciumbuleuit",-6.849818,107.615754,4.3,74
Sindang Wangi,"5J28+27W, Jalan Pagermaneuh, Ciumbuleuit",-6.849895199999999,107.6156943,3.7,55
Mie Ayam Sri Hai,"Jalan Rereongan Sarupi No.125, Ciumbuleuit",-6.849781,107.616045,2,1
Warung Hijau Mamah Aisah (Warkop),"Jalan Rereongan Sarupi No.225, Pagerwangi",-6.849923,107.6155744,3.7,6
Warung Pandawa,"5J28+7H3, Jalan Rereongan Sarupi, Pagerwangi",-6.849361,107.6164293,4.1,38
Kwetiau MANG ANO,"Jalan Curug Dago Raya No.5, Ciumbuleuit",-6.8643797,107.6174646,5,1
"The Criuks, Curug Dago","Jalan Curug Dago Raya RT.05/RW.08, Ciumbuleuit",-6.8637996,107.6169706,5,9
Dapur Cengkeh,"4JP8+PXW, Ciumbuleuit",-6.8631264,107.6174554,Unknown,Unknown
MiCasa Social Space,"Jl. Curug Dago Atas 2 no. 168, Ciumbuleuit",-6.862787900000001,107.6180717,4.8,15
demure salad,Jalan Citra Green,-6.853916899999999,107.6170859,5,3
Warung Ngabret,"Dekat patung kuda, Jalan Citra Green",-6.8518263,107.617284,4.7,7
Warung Tonggoh Sadulur,"5J28+2V7, Jalan Citra Green, Ciumbuleuit",-6.849950799999998,107.6171669,5,4
"Warung C Bibi, WARBI","Jalan Citra Green, Ciumbuleuit",-6.850109600000001,107.6172605,5,71
Warkop TEH ANGGIA,"Jalan Citra Green Jalan Punclut, Dago",-6.8501116,107.617232,3.7,3
Warung senja jihan,Jalan Citra Green,-6.8502277,107.6172419,5,4
Angkringan Bah Kumis,"Jalan Citra Green No.117, Ciumbuleuit",-6.850254899999999,107.6173102,4.9,92
Warung Ibu Ayi Belokan Dago,"5J28+7MF, Jalan Pagermaneuh, Ciumbuleuit",-6.849322799999999,107.616669,4.7,18
rumamenak,"Jalan Citra Green No.20, Ciumbuleuit",-6.856899400000001,107.6184973,5,86
Pawon Abah,"4JW9+6JG, Jl. Kampung Nyalindung Atas, Ciumbuleuit",-6.854437099999999,107.6190877,4.9,10
Etnic bowl,"Jalan Citra Green, Ciumbuleuit",-6.863256199999999,107.6208104,5,1
Martabak Omat,"4JPC+M64, Ciumbuleuit",-6.8633419,107.620544,5,1
Ayam Geprek Abah MD,"4JQC+R5C, Ciumbuleuit",-6.86044,107.6204025,5,6
Warung Mak Iyuk,"4JPC+JRG, Ciumbuleuit",-6.863447099999999,107.6220909,5,5
Harumanis campur sari,"4JPC+MR2, Ciumbuleuit",-6.8633505,107.622019,5,2
Nasi Kuning Manado Mamadon,"4JPC+PQX, Ciumbuleuit",-6.863102599999999,107.6221284,5,18
"Warungku (Cimin, Seblak, Ayam geprek/kremes, dll)","4JPF+R2M, Jalan Dago, Bengkok, Ciumbuleuit",-6.8629025,107.622535,5,8
Seblak Mamah Daris,"4JPC+HJJ, Ciumbuleuit",-6.863546599999999,107.6215112,5,2
Ayam Bali juice mamah Al& el,Indonesia,-6.8627587,107.6228639,Unknown,Unknown
Warung Makan,"Jalan Jajaway No.8, Ciumbuleuit",-6.8633564,107.6232586,4,1
Baso Mba Muji,"Jalan Jajaway No.8, Ciumbuleuit",-6.863380500000001,107.6232768,5,2
Dapur Surabi Abah,"Jalan Sukaresmi, Mekarwangi",-6.862418399999999,107.6225893,5,1
Ayam bakar ibu dede,"Jalan Dago bengkok No.rt09/01, Ciumbuleuit",-6.859916699999999,107.6215071,5,1
Classico Coffee & Bake,Jalan Sukaresmi No.19 A,-6.859811499999998,107.6232721,4.9,1313
Cafe Lestari,"PPR ITB, Blok H No.2, Jalan Dago Giri, Mekarwangi",-6.858049500000001,107.6229196,4.2,53
Aromanis Kumis Raja,"Jalan Sukaresmi 2 No.13, Mekarwangi",-6.860010099999998,107.6238583,5,4
Pecel Lele Atjep,"Jalan Sukaresmi IV No.1, RT.02/RW.05, Mekarwangi",-6.861059,107.6232607,Unknown,Unknown
Gansig Korean Food Byeatwish Dago,"Jalan Dago Giri Jalan Pasirmuncang No.11 001/008, Mekarwangi",-6.854487899999999,107.6239151,4,1
Nasi Kuning & Uduk Katineung,Jalan Dago Giri No.42 A,-6.853082899999999,107.6244453,5,2
Fast Food Restaurant,Indonesia,-6.853995299999999,107.6237641,5,1
Baso Cuanki Bandung,Jalan Dago Giri No.36,-6.8541203,107.6237557,Unknown,Unknown
Warung Nasi Ibu Yanti,Indonesia,-6.852371799999999,107.6244299,Unknown,Unknown
Mie Ayam Bakso Urat Tanjung Makmur Sala - Tiga,Indonesia,-6.8525079,107.6243768,Unknown,Unknown
Bakso Beranak Sukamenak,Indonesia,-6.8525091,107.6243826,Unknown,Unknown
Resto Garma,"Kompleks PPR ITB, Jalan Dalem Wangi No.B21, Dago",-6.854732400000001,107.6249611,Unknown,Unknown
Resto Farma Home Catering,"PPR ITB B21, Jalan Dalem Wangi, Ciumbuleuit",-6.854661799999999,107.6248961,5,4
